OCC_CODE,OCC_TITLE,TOT_EMP_2016,perc_2016,TOT_EMP_2015,,TOT_EMP_2014,,TOT_EMP_2013,,TOT_EMP_2012,,A_MEAN_2016,A_MEAN_2015,A_MEAN_2014,A_MEAN_2013,A_MEAN_2012,A_MEDIAN_2016,A_MEDIAN_2015,A_MEDIAN_2014,A_MEDIAN_2013,A_MEDIAN_2012
Personal care and service occupations,"Locker Room, Coatroom, and Dressing Room Attendants","18,040",0.4,"17,430",,"17,830",,"18,910",,"19,190",,24390,23990,22980,22420,21390,"21,720","21,020","19,940","19,580","19,160"
Personal care and service occupations,"Entertainment Attendants and Related Workers, All Other","14,550",0.32,"15,010",,"17,580",,"9,640",,"10,890",,24610,24110,23930,26590,27400,"23,270","22,720","22,440","24,080","25,140"
Personal care and service occupations,Embalmers,"3,710",0.08,"3,710",,"3,650",,"4,390",,"5,040",,42260,41490,42100,42750,43680,"40,150","40,410","41,720","41,590","42,240"
Personal care and service occupations,Funeral Attendants,"35,770",0.79,"35,290",,"34,950",,"33,400",,"31,890",,27110,25840,24860,24180,24250,"24,830","23,770","23,080","22,530","22,610"
Personal care and service occupations,"Morticians, Undertakers, and Funeral Directors","25,850",0.57,"25,470",,"25,160",,"24,280",,"23,070",,54700,52990,52130,51720,52690,"50,090","48,490","47,250","47,100","46,840"
Personal care and service occupations,Barbers,"15,900",0.35,"14,350",,"14,140",,"15,100",,"12,590",,29900,29140,28430,27710,27520,"25,760","24,850","25,410","25,010","25,090"
Personal care and service occupations,"Hairdressers, Hairstylists, and Cosmetologists","352,380",7.8,"348,010",,"343,140",,"351,960",,"355,910",,29590,28770,27940,27530,26790,"24,260","23,660","23,120","23,140","22,700"
Personal care and service occupations,"Makeup Artists, Theatrical and Performance","3,600",0.08,"3,060",,"2,610",,"2,440",,"1,950",,71590,66560,60830,66330,67580,"60,970","53,230","44,310","47,210","64,450"
Personal care and service occupations,Manicurists and Pedicurists,"90,630",2.01,"83,840",,"79,090",,"71,220",,"62,330",,24330,23630,22500,21790,21440,"22,150","20,820","19,620","19,340","19,220"
Personal care and service occupations,Shampooers,"15,240",0.34,"15,190",,"16,560",,"15,650",,"13,570",,20960,20350,19480,18910,18600,"19,700","19,290","18,760","18,510","18,310"
Personal care and service occupations,Skincare Specialists,"43,980",0.97,"40,190",,"38,290",,"33,680",,"31,810",,35160,35300,33810,32990,31720,"30,270","30,090","29,050","28,940","28,640"
Personal care and service occupations,Baggage Porters and Bellhops,"44,750",0.99,"46,550",,"44,170",,"43,790",,"40,480",,24910,24430,23880,23660,23090,"22,260","21,160","20,930","20,330","20,050"
Personal care and service occupations,Concierges,"32,020",0.71,"31,430",,"31,050",,"30,190",,"25,880",,31440,30870,30300,29930,29310,"29,250","29,030","28,170","27,810","27,250"
Personal care and service occupations,Tour Guides and Escorts,"38,660",0.86,"35,930",,"35,100",,"34,530",,"31,270",,28100,26920,26120,26020,26280,"24,920","24,100","23,930","23,770","23,940"
Personal care and service occupations,Travel Guides,"3,030",0.07,"2,810",,"3,090",,"4,250",,"4,210",,35930,36920,38260,37300,36060,"32,100","34,180","35,100","33,820","30,780"
Personal care and service occupations,Childcare Workers,"569,370",12.61,"573,440",,"582,970",,"597,900",,"624,520",,22930,22310,21710,21490,21310,"21,170","20,320","19,730","19,600","19,510"
Personal care and service occupations,Personal Care Aides,"1,492,250",33.05,"1,369,230",,"1,257,000",,"1,135,470",,"985,230",,22710,21790,21210,20990,20830,"21,920","20,980","20,440","20,100","19,910"
Personal care and service occupations,Fitness Trainers and Aerobics Instructors,"257,410",5.7,"237,760",,"241,000",,"238,170",,"234,070",,42780,40970,39410,37790,36900,"38,160","36,160","34,980","33,020","31,720"
Personal care and service occupations,Recreation Workers,"336,880",7.46,"336,150",,"321,110",,"317,310",,"309,730",,27230,26610,25830,25560,25430,"23,870","23,320","22,620","22,390","22,240"
Personal care and service occupations,Residential Advisors,"110,330",2.44,"102,540",,"95,750",,"88,220",,"83,760",,27690,27140,26560,26580,26470,"25,570","24,990","24,340","24,520","24,520"
Personal care and service occupations,"Personal Care and Service Workers, All Other","54,520",1.21,"57,140",,"59,090",,"61,820",,"66,810",,27460,24950,24270,23530,23420,"25,420","22,310","21,500","20,880","20,600"
Sales and related occupations,First-Line Supervisors of Retail Sales Workers,"1,194,220",8.22,"1,193,850",,"1,199,770",,"1,213,550",,"1,214,170",,43910,42900,42190,41450,40910,"39,040","38,310","37,860","37,200","36,820"
Sales and related occupations,First-Line Supervisors of Non-Retail Sales Workers,"252,670",1.74,"247,850",,"248,770",,"245,780",,"243,420",,85830,84910,84010,82890,82320,"73,150","72,300","71,600","70,560","70,060"
Sales and related occupations,Cashiers,"3,541,010",24.36,"3,478,420",,"3,398,330",,"3,343,470",,"3,314,010",,21680,20990,20640,20420,20370,"20,180","19,310","19,060","18,960","18,970"
Sales and related occupations,Gaming Change Persons and Booth Cashiers,"23,120",0.16,"22,790",,"19,580",,"20,060",,"21,970",,25940,24620,24640,25070,25740,"23,780","22,930","23,340","23,780","24,690"
Sales and related occupations,Counter and Rental Clerks,"450,330",3.1,"447,050",,"437,610",,"430,700",,"432,650",,29390,28210,27560,27130,26900,"25,550","24,440","23,860","23,370","23,130"
Sales and related occupations,Parts Salespersons,"248,740",1.71,"238,470",,"231,240",,"221,270",,"218,270",,33220,32750,32450,32290,32320,"29,780","29,650","29,440","29,440","29,550"
Sales and related occupations,Retail Salespersons,"4,528,550",31.15,"4,612,510",,"4,562,160",,"4,485,180",,"4,340,000",,27180,26340,25760,25370,25310,"22,680","21,780","21,390","21,140","21,110"
Sales and related occupations,Advertising Sales Agents,"141,100",0.97,"149,770",,"154,220",,"148,770",,"145,500",,63660,61690,60910,57440,57270,"50,380","48,490","47,890","45,830","46,290"
Sales and related occupations,Insurance Sales Agents,"385,700",2.65,"386,140",,"374,700",,"354,460",,"336,740",,67760,64790,63730,63610,63400,"49,990","48,200","47,860","48,210","48,150"
Sales and related occupations,"Securities, Commodities, and Financial Services Sales Agents","353,780",2.43,"319,280",,"316,340",,"325,140",,"330,470",,102260,102860,103260,102510,100910,"67,310","71,550","72,070","72,640","71,720"
Sales and related occupations,Travel Agents,"68,680",0.47,"66,560",,"64,750",,"64,250",,"64,680",,39900,38750,37730,37200,36970,"36,460","35,660","34,800","34,530","34,600"
Sales and related occupations,"Sales Representatives, Services, All Other","953,870",6.56,"886,580",,"826,650",,"760,980",,"672,080",,63070,62360,61960,61450,60770,"52,490","51,700","51,670","51,030","50,850"
Sales and related occupations,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","328,370",2.26,"334,010",,"335,540",,"352,830",,"364,830",,92910,89170,86750,85610,85690,"78,980","76,190","75,140","74,520","74,970"
Sales and related occupations,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","1,404,050",9.66,"1,409,550",,"1,394,640",,"1,403,770",,"1,414,030",,68410,66790,65800,64670,64300,"57,140","55,730","55,020","54,410","54,230"
Sales and related occupations,Demonstrators and Product Promoters,"86,500",0.6,"83,620",,"83,600",,"76,870",,"73,170",,30570,29720,28760,28950,28180,"25,610","24,940","24,520","24,440","23,860"
Sales and related occupations,Models,"4,390",0.03,"4,460",,"5,140",,"5,470",,"4,330",,36560,37240,33530,26600,26110,"21,870","27,530","19,970","19,040","18,750"
Sales and related occupations,Real Estate Brokers,"40,850",0.28,"38,810",,"38,720",,"38,970",,"37,270",,79340,80210,80420,82380,80220,"56,790","56,860","57,360","59,580","58,350"
Sales and related occupations,Real Estate Sales Agents,"151,840",1.04,"151,700",,"157,660",,"158,850",,"162,560",,59360,58410,55530,53140,51930,"44,090","43,370","40,990","39,800","39,140"
Sales and related occupations,Sales Engineers,"74,330",0.51,"72,200",,"68,080",,"65,730",,"65,410",,108880,107160,104660,101790,99290,"100,000","97,650","96,340","93,900","91,830"
Sales and related occupations,Telemarketers,"215,290",1.48,"226,730",,"234,520",,"231,900",,"245,550",,27170,26470,25800,25830,25570,"24,300","23,530","22,740","22,610","22,330"
Sales and related occupations,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers","8,040",0.06,"7,510",,"7,610",,"6,090",,"6,650",,28630,26160,25380,25330,26380,"24,330","22,210","21,530","20,430","21,470"
Sales and related occupations,"Sales and Related Workers, All Other","81,080",0.56,"84,240",,"88,830",,"114,100",,"127,350",,43330,40540,38050,34330,33510,"37,190","33,240","30,160","27,270","25,800"
Office and administrative support occupations,First-Line Supervisors of Office and Administrative Support Workers,"1,443,150",6.55,"1,424,450",,"1,404,070",,"1,366,510",,"1,359,150",,57890,56170,54400,53690,52830,"54,340","52,630","50,780","50,190","49,330"
Office and administrative support occupations,"Switchboard Operators, Including Answering Service","90,910",0.41,"100,500",,"108,890",,"118,060",,"125,490",,29720,28990,28000,27270,26860,"28,030","27,440","26,550","25,900","25,370"
Office and administrative support occupations,Telephone Operators,"8,860",0.04,"9,750",,"10,220",,"10,280",,"10,710",,43030,40820,39350,34720,34670,"37,000","35,880","35,140","32,590","32,850"
Office and administrative support occupations,"Communications Equipment Operators, All Other","2,150",0.01,"2,010",,"2,370",,"2,550",,"2,800",,41910,41990,41600,42350,41530,"39,640","40,330","40,080","40,720","40,250"
Office and administrative support occupations,Bill and Account Collectors,"298,960",1.36,"318,970",,"346,960",,"368,850",,"385,890",,37620,36600,35540,34650,34320,"35,350","34,440","33,700","32,920","32,480"
Office and administrative support occupations,Billing and Posting Clerks,"485,220",2.2,"491,070",,"490,860",,"493,840",,"490,850",,37570,36300,35560,34940,34540,"36,150","35,050","34,410","33,820","33,450"
Office and administrative support occupations,"Bookkeeping, Accounting, and Auditing Clerks","1,566,960",7.11,"1,580,220",,"1,575,060",,"1,586,380",,"1,606,260",,40220,38990,38070,37250,36640,"38,390","37,250","36,430","35,730","35,170"
Office and administrative support occupations,Gaming Cage Workers,"18,810",0.09,"17,650",,"16,350",,"17,360",,"18,230",,28120,27780,27560,26190,26070,"25,990","25,860","25,810","24,660","24,610"
Office and administrative support occupations,Payroll and Timekeeping Clerks,"159,650",0.72,"166,700",,"166,400",,"170,400",,"172,740",,43580,42130,40910,39850,38880,"42,390","41,000","39,700","38,670","37,690"
Office and administrative support occupations,Procurement Clerks,"72,120",0.33,"71,470",,"70,190",,"68,690",,"69,750",,41980,41010,40240,38940,38340,"41,410","40,600","39,930","38,780","38,220"
Office and administrative support occupations,Tellers,"496,760",2.26,"498,460",,"514,520",,"527,680",,"541,770",,28060,27260,26650,26260,25790,"27,260","26,410","25,760","25,390","24,940"
Office and administrative support occupations,"Financial Clerks, All Other","34,540",0.16,"34,700",,"37,510",,"41,770",,"39,290",,41870,42270,41180,40590,39580,"39,540","40,080","39,220","38,240","36,850"
Office and administrative support occupations,Brokerage Clerks,"59,820",0.27,"57,490",,"57,240",,"60,300",,"61,870",,52380,51640,50120,47760,44390,"49,200","48,180","47,520","45,450","42,440"
Office and administrative support occupations,Correspondence Clerks,"6,780",0.03,"7,320",,"7,580",,"7,800",,"10,150",,37660,36340,36240,35810,36920,"36,370","35,320","35,460","34,840","36,140"
Office and administrative support occupations,"Court, Municipal, and License Clerks","128,620",0.58,"130,190",,"128,490",,"127,170",,"122,710",,39160,38230,37340,36850,36950,"36,670","35,850","35,460","35,130","34,830"
Office and administrative support occupations,"Credit Authorizers, Checkers, and Clerks","37,680",0.17,"41,880",,"46,320",,"50,240",,"51,650",,39320,37920,36730,35660,35680,"36,930","35,280","34,550","33,560","33,600"
Office and administrative support occupations,Customer Service Representatives,"2,707,040",12.29,"2,595,990",,"2,511,130",,"2,389,580",,"2,299,750",,35170,34560,33890,33370,33110,"32,300","31,720","31,200","30,870","30,580"
Office and administrative support occupations,"Eligibility Interviewers, Government Programs","135,940",0.62,"130,420",,"122,400",,"123,920",,"130,340",,43550,43040,42460,41910,41060,"43,350","43,170","42,200","41,900","40,530"
Office and administrative support occupations,File Clerks,"130,950",0.59,"140,560",,"148,280",,"152,920",,"158,580",,31260,29900,29510,28680,28030,"29,090","27,850","27,580","26,810","26,190"
Office and administrative support occupations,"Hotel, Motel, and Resort Desk Clerks","248,440",1.13,"243,210",,"241,140",,"234,750",,"229,000",,23530,22610,22180,22010,21960,"22,070","21,040","20,610","20,400","20,340"
Office and administrative support occupations,"Interviewers, Except Eligibility and Loan","186,030",0.84,"184,050",,"190,710",,"192,360",,"196,660",,33640,32930,32230,31660,31270,"32,150","31,410","30,790","30,270","29,910"
Office and administrative support occupations,"Library Assistants, Clerical","98,560",0.45,"100,090",,"100,800",,"101,990",,"104,030",,27450,26580,26010,25850,25680,"25,220","24,480","23,910","23,660","23,440"
Office and administrative support occupations,Loan Interviewers and Clerks,"224,340",1.02,"216,380",,"212,440",,"213,270",,"192,010",,40300,39210,38120,36940,36180,"38,630","37,710","36,880","36,050","35,310"
Office and administrative support occupations,New Accounts Clerks,"41,630",0.19,"48,970",,"52,260",,"56,990",,"55,320",,36480,35820,34890,33940,32950,"34,990","34,880","34,000","33,190","31,720"
Office and administrative support occupations,Order Clerks,"176,850",0.8,"185,890",,"190,390",,"200,210",,"208,800",,35160,34080,33110,31880,31280,"33,370","32,330","31,180","30,110","29,480"
Office and administrative support occupations,"Human Resources Assistants, Except Payroll and Timekeeping","137,150",0.62,"138,910",,"135,270",,"136,960",,"139,200",,40100,39180,38980,38520,38340,"39,020","38,100","38,040","37,680","37,510"
Office and administrative support occupations,Receptionists and Information Clerks,"997,770",4.53,"975,890",,"981,150",,"973,580",,"966,150",,29120,28430,27830,27450,27050,"27,920","27,300","26,760","26,410","25,990"
Office and administrative support occupations,Reservation and Transportation Ticket Agents and Travel Clerks,"146,350",0.66,"138,810",,"138,260",,"141,900",,"135,930",,38050,36780,34790,34710,33580,"35,230","35,170","33,510","33,990","32,400"
Office and administrative support occupations,"Information and Record Clerks, All Other","166,850",0.76,"177,210",,"175,530",,"180,570",,"178,650",,40090,38770,38390,37530,37750,"39,260","37,990","37,700","36,830","37,240"
Office and administrative support occupations,Cargo and Freight Agents,"88,920",0.4,"81,120",,"77,480",,"73,760",,"78,750",,44250,44470,43960,43620,42310,"41,920","41,870","41,380","40,250","39,720"
Office and administrative support occupations,Couriers and Messengers,"74,120",0.34,"73,180",,"71,760",,"74,060",,"76,830",,29920,29130,28360,27770,27020,"28,170","27,280","26,640","26,230","25,440"
Office and administrative support occupations,"Police, Fire, and Ambulance Dispatchers","95,170",0.43,"95,630",,"96,390",,"96,860",,"95,640",,41070,40000,39410,38960,38010,"38,870","38,010","37,410","37,040","36,300"
Office and administrative support occupations,"Dispatchers, Except Police, Fire, and Ambulance","197,910",0.9,"196,940",,"190,330",,"185,270",,"184,890",,41190,40210,39710,39100,38450,"37,940","37,150","36,690","36,390","35,690"
Office and administrative support occupations,"Meter Readers, Utilities","34,070",0.15,"34,970",,"36,210",,"37,950",,"39,530",,41890,40900,39970,39080,38510,"38,940","38,510","37,580","36,410","35,940"
Office and administrative support occupations,Postal Service Clerks,"82,030",0.37,"78,660",,"71,910",,"71,910",,"69,310",,48360,49090,49040,47570,50460,"56,790","56,790","55,590","53,840","53,090"
Office and administrative support occupations,Postal Service Mail Carriers,"328,950",1.49,"315,950",,"307,490",,"307,490",,"305,490",,50610,51130,51790,50890,52220,"58,110","58,280","57,200","56,490","56,490"
Office and administrative support occupations,"Postal Service Mail Sorters, Processors, and Processing Machine Operators","110,770",0.5,"109,930",,"121,590",,"121,580",,"134,230",,49710,50650,48710,48040,48750,"56,220","56,740","54,520","53,830","53,090"
Office and administrative support occupations,"Production, Planning, and Expediting Clerks","321,780",1.46,"309,110",,"297,050",,"281,930",,"278,490",,49050,48210,47590,46390,45450,"46,760","46,150","45,670","44,630","43,740"
Office and administrative support occupations,"Shipping, Receiving, and Traffic Clerks","676,990",3.07,"674,820",,"661,530",,"677,450",,"690,780",,33150,32350,31770,31060,30700,"31,180","30,450","29,930","29,320","29,010"
Office and administrative support occupations,Stock Clerks and Order Fillers,"2,016,340",9.15,"1,934,060",,"1,878,860",,"1,800,410",,"1,806,310",,26670,25940,25380,24940,24440,"23,840","23,220","22,850","22,480","22,050"
Office and administrative support occupations,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping","74,460",0.34,"69,360",,"69,430",,"69,990",,"69,870",,31080,30980,30730,30340,29750,"28,790","28,690","28,570","28,370","27,920"
Office and administrative support occupations,Executive Secretaries and Executive Administrative Assistants,"631,610",2.87,"666,490",,"713,730",,"755,210",,"803,040",,57910,55460,53590,51870,50220,"55,860","53,370","51,270","49,290","47,500"
Office and administrative support occupations,Legal Secretaries,"191,200",0.87,"202,660",,"212,910",,"220,680",,"216,730",,47900,46470,45670,45030,44380,"44,180","43,200","42,770","42,390","42,170"
Office and administrative support occupations,Medical Secretaries,"556,820",2.53,"530,360",,"516,050",,"512,970",,"509,640",,35060,34330,33530,33140,32670,"33,730","33,040","32,240","31,890","31,350"
Office and administrative support occupations,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","2,295,510",10.42,"2,281,120",,"2,207,220",,"2,159,000",,"2,085,680",,36140,35200,34500,34000,33560,"34,820","33,910","33,240","32,840","32,410"
Office and administrative support occupations,Computer Operators,"46,810",0.21,"51,510",,"58,060",,"67,450",,"71,560",,43880,42140,41240,40040,39720,"42,270","40,420","39,590","38,870","38,390"
Office and administrative support occupations,Data Entry Keyers,"194,810",0.88,"199,240",,"205,950",,"207,660",,"207,280",,31640,30810,30130,29670,29220,"30,100","29,460","28,870","28,470","28,010"
Office and administrative support occupations,Word Processors and Typists,"67,230",0.31,"68,660",,"81,300",,"88,200",,"96,560",,39970,38710,37440,36770,36190,"38,740","37,610","36,700","36,020","35,270"
Office and administrative support occupations,Desktop Publishers,"13,090",0.06,"13,240",,"13,310",,"14,360",,"15,960",,44380,43900,41960,41130,39040,"41,090","39,840","38,200","37,850","37,040"
Office and administrative support occupations,Insurance Claims and Policy Processing Clerks,"274,350",1.25,"262,910",,"252,670",,"236,160",,"226,260",,40780,39560,38740,38010,37300,"38,430","37,530","36,740","36,230","35,700"
Office and administrative support occupations,"Mail Clerks and Mail Machine Operators, Except Postal Service","91,530",0.42,"95,640",,"99,190",,"99,140",,"102,410",,30580,29930,29160,28760,28140,"29,160","28,570","27,890","27,450","26,900"
Office and administrative support occupations,"Office Clerks, General","2,955,550",13.42,"2,944,420",,"2,889,970",,"2,832,010",,"2,808,100",,33010,31890,30820,29990,29270,"30,580","29,580","28,670","28,050","27,470"
Office and administrative support occupations,"Office Machine Operators, Except Computer","58,160",0.26,"63,290",,"66,530",,"66,840",,"66,820",,32390,30980,30200,29710,29580,"30,460","29,010","28,510","28,100","27,950"
Office and administrative support occupations,Proofreaders and Copy Markers,"11,430",0.05,"10,810",,"10,500",,"11,260",,"11,300",,39640,37690,36990,35300,35110,"36,960","35,630","34,980","33,130","32,780"
Office and administrative support occupations,Statistical Assistants,"10,900",0.05,"13,510",,"14,110",,"15,640",,"14,870",,48300,44220,42990,42530,41010,"46,850","42,700","42,070","41,430","39,840"
Office and administrative support occupations,"Office and Administrative Support Workers, All Other","216,650",0.98,"239,630",,"234,180",,"240,670",,"225,310",,36040,34730,34440,34000,33070,"34,020","32,590","32,460","32,000","31,060"
Farming fishing and forestry occupations,"First-Line Supervisors of Farming, Fishing, and Forestry Workers","19,550",4.22,"19,060",,"18,530",,"18,540",,"19,340",,48820,48290,47540,45940,46410,"45,320","45,340","44,880","43,480","43,660"
Farming fishing and forestry occupations,Agricultural Inspectors,"14,710",3.17,"14,670",,"13,800",,"13,740",,"13,570",,44260,43810,43630,43600,42460,"42,800","43,380","43,090","42,680","42,160"
Farming fishing and forestry occupations,Animal Breeders,"1,270",0.27,"1,030",,"1,110",,"1,240",,"1,460",,42340,44650,43470,40310,37230,"35,690","39,380","40,000","37,950","34,250"
Farming fishing and forestry occupations,"Graders and Sorters, Agricultural Products","38,780",8.37,"35,290",,"36,100",,"38,120",,"39,060",,24280,23260,22320,21000,20870,"22,520","21,100","19,910","19,220","19,150"
Farming fishing and forestry occupations,Agricultural Equipment Operators,"28,700",6.19,"27,200",,"26,100",,"22,650",,"22,820",,30430,29380,28490,27740,27390,"28,850","27,840","26,910","26,170","25,860"
Farming fishing and forestry occupations,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse","273,450",59,"272,170",,"269,650",,"261,720",,"253,670",,23820,22130,20820,20080,19990,"22,000","19,770","19,060","18,710","18,670"
Farming fishing and forestry occupations,"Farmworkers, Farm, Ranch, and Aquacultural Animals","35,670",7.7,"33,530",,"31,540",,"31,000",,"29,570",,26840,26160,25160,24760,24040,"24,520","23,750","22,930","22,650","22,060"
Farming fishing and forestry occupations,"Agricultural Workers, All Other","5,040",1.09,"5,020",,"5,270",,"4,870",,"5,610",,35120,31850,30990,29170,29120,"31,160","29,830","27,380","24,390","25,140"
Farming fishing and forestry occupations,Fishers and Related Fishing Workers,520,0.11,540,,400,,480,,570,,30740,29970,38310,36840,36900,"27,110","27,340","35,250","35,270","33,430"
Farming fishing and forestry occupations,Forest and Conservation Workers,"7,170",1.55,"6,870",,"6,870",,"6,940",,"7,910",,31200,29860,29640,28860,28600,"26,940","26,190","27,160","25,770","24,340"
Farming fishing and forestry occupations,Fallers,"5,370",1.16,"5,840",,"6,090",,"5,790",,"5,150",,42900,41750,39240,40550,40860,"37,370","36,400","34,490","34,530","35,250"
Farming fishing and forestry occupations,Logging Equipment Operators,"27,250",5.88,"27,290",,"26,010",,"24,490",,"23,240",,38880,36930,35830,34700,34130,"37,490","36,290","35,190","34,080","33,380"
Farming fishing and forestry occupations,Log Graders and Scalers,"3,020",0.65,"2,740",,"2,780",,"2,780",,"2,770",,38150,37420,36480,34090,33540,"37,090","36,110","35,430","33,070","32,880"
Farming fishing and forestry occupations,"Logging Workers, All Other","3,010",0.65,"2,830",,"2,730",,"2,810",,"2,890",,40560,36210,36560,34680,34650,"38,950","35,620","35,460","34,190","34,260"
Construction and extraction occupations,First-Line Supervisors of Construction Trades and Extraction Workers,"538,220",9.64,"517,560",,"496,370",,"467,130",,"456,640",,68040,66820,65150,63860,63230,"62,980","62,070","60,990","60,380","59,700"
Construction and extraction occupations,Boilermakers,"16,660",0.3,"16,350",,"17,210",,"15,950",,"17,660",,62200,60660,60170,57920,55830,"62,060","60,120","59,860","57,690","56,560"
Construction and extraction occupations,Brickmasons and Blockmasons,"64,370",1.15,"61,360",,"59,340",,"58,730",,"57,090",,53440,51750,51500,50700,50370,"49,250","47,950","47,650","46,610","46,440"
Construction and extraction occupations,Stonemasons,"13,190",0.24,"13,210",,"11,250",,"10,410",,"11,330",,43650,42970,42130,39990,40120,"39,780","38,630","37,880","36,480","37,350"
Construction and extraction occupations,Carpenters,"676,980",12.12,"639,190",,"617,060",,"580,570",,"567,820",,48340,46780,45590,44980,44520,"43,600","42,090","40,820","40,500","39,940"
Construction and extraction occupations,Carpet Installers,"25,660",0.46,"25,810",,"26,050",,"24,640",,"25,350",,44310,43210,41660,40330,40930,"38,280","37,220","35,880","35,760","36,740"
Construction and extraction occupations,"Floor Layers, Except Carpet, Wood, and Hard Tiles","10,340",0.19,"9,830",,"9,830",,"10,020",,"9,980",,42370,42520,40690,39840,38450,"37,840","37,030","36,670","35,930","35,510"
Construction and extraction occupations,Floor Sanders and Finishers,"4,590",0.08,"4,700",,"4,510",,"4,200",,"4,150",,38890,38160,36850,36810,35640,"36,860","36,930","35,770","35,240","33,240"
Construction and extraction occupations,Tile and Marble Setters,"36,830",0.66,"34,940",,"31,590",,"30,090",,"27,050",,44770,44010,44160,43010,41820,"40,460","39,400","38,980","37,570","37,040"
Construction and extraction occupations,Cement Masons and Concrete Finishers,"173,920",3.11,"163,360",,"152,570",,"141,910",,"135,200",,43720,42080,40970,40610,39870,"39,180","37,740","36,760","36,130","35,760"
Construction and extraction occupations,Terrazzo Workers and Finishers,"3,420",0.06,"3,250",,"3,250",,"3,220",,"3,350",,45990,46050,43270,43030,42440,"40,930","40,710","39,090","39,100","39,740"
Construction and extraction occupations,Construction Laborers,"912,100",16.33,"887,580",,"852,870",,"824,970",,"814,470",,37890,36550,35750,35020,34490,"33,430","31,910","31,090","30,460","29,990"
Construction and extraction occupations,"Paving, Surfacing, and Tamping Equipment Operators","51,880",0.93,"53,110",,"54,940",,"55,720",,"54,460",,43800,43020,42460,41720,40170,"38,970","38,270","38,660","37,780","35,840"
Construction and extraction occupations,Pile-Driver Operators,"3,570",0.06,"3,670",,"3,470",,"3,620",,"3,800",,61740,55150,56200,56220,55480,"55,070","49,430","51,510","49,730","48,480"
Construction and extraction occupations,Operating Engineers and Other Construction Equipment Operators,"356,750",6.39,"355,140",,"344,510",,"340,950",,"335,160",,50560,49110,48020,47080,46270,"45,890","44,600","43,510","42,540","41,870"
Construction and extraction occupations,Drywall and Ceiling Tile Installers,"93,180",1.67,"88,490",,"85,020",,"79,950",,"75,810",,47400,45510,43820,43160,42380,"41,090","39,220","38,100","37,210","37,210"
Construction and extraction occupations,Tapers,"18,480",0.33,"17,500",,"16,820",,"16,120",,"15,370",,53790,53080,51490,48690,49940,"48,990","47,970","46,630","43,890","45,290"
Construction and extraction occupations,Electricians,"607,120",10.87,"592,230",,"566,930",,"542,680",,"519,850",,56650,55590,54520,53560,53030,"52,720","51,880","51,110","50,510","49,840"
Construction and extraction occupations,Glaziers,"47,140",0.84,"44,230",,"42,820",,"44,050",,"42,350",,47260,45420,44220,42560,42090,"41,920","39,440","38,410","37,600","37,610"
Construction and extraction occupations,"Insulation Workers, Floor, Ceiling, and Wall","29,500",0.53,"25,850",,"24,180",,"23,850",,"22,540",,39490,38810,37540,36940,36390,"35,660","35,040","33,720","32,890","32,360"
Construction and extraction occupations,"Insulation Workers, Mechanical","27,270",0.49,"29,330",,"28,660",,"27,740",,"28,220",,51100,49970,50160,47060,44680,"45,430","43,610","42,990","40,500","39,170"
Construction and extraction occupations,"Painters, Construction and Maintenance","217,280",3.89,"213,330",,"204,600",,"192,890",,"184,330",,41510,40540,39780,39290,38590,"37,570","36,580","35,950","35,390","35,190"
Construction and extraction occupations,Paperhangers,"3,190",0.06,"3,020",,"3,570",,"3,460",,"3,460",,36470,36610,37240,38410,38630,"33,770","33,590","32,930","33,670","34,600"
Construction and extraction occupations,Pipelayers,"39,620",0.71,"40,710",,"41,080",,"41,080",,"43,590",,42860,41910,40730,40120,39970,"38,410","37,780","37,000","36,280","36,180"
Construction and extraction occupations,"Plumbers, Pipefitters, and Steamfitters","411,870",7.37,"391,680",,"372,570",,"351,380",,"340,370",,56030,55100,54620,53820,52950,"51,450","50,620","50,660","50,180","49,140"
Construction and extraction occupations,Plasterers and Stucco Masons,"22,810",0.41,"22,420",,"20,760",,"20,600",,"21,040",,44070,42070,43000,41490,41860,"38,890","37,320","37,550","36,680","37,130"
Construction and extraction occupations,Reinforcing Iron and Rebar Workers,"20,020",0.36,"20,060",,"18,530",,"17,280",,"15,330",,53600,54030,54810,54430,51140,"47,600","48,010","50,020","51,010","45,910"
Construction and extraction occupations,Roofers,"116,410",2.08,"109,720",,"103,650",,"99,060",,"97,650",,42080,40630,39600,38790,38760,"37,760","36,720","35,760","35,520","35,290"
Construction and extraction occupations,Sheet Metal Workers,"134,450",2.41,"135,570",,"132,530",,"134,110",,"133,420",,51080,49810,48700,47440,46870,"46,940","45,750","45,070","43,890","43,290"
Construction and extraction occupations,Structural Iron and Steel Workers,"69,440",1.24,"64,280",,"60,010",,"57,480",,"57,070",,56040,54750,53140,51590,50740,"51,800","50,490","48,200","46,520","46,140"
Construction and extraction occupations,Solar Photovoltaic Installers,"8,870",0.16,"6,870",,"5,170",,"4,130",,"4,710",,42500,40070,41770,41820,40620,"39,240","37,830","40,020","39,600","37,900"
